Location,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Previous_Violations,day_of_week,hour,Violation_Type
Gujarat,Car,White,2012,Delhi,75,Male,Commercial,10,Dust Storm,Slippery,Suspended,1,,,Yellow,40,71,0.02,Not Conducted,No,0,6,3,Driving Without License
Maharashtra,Bike,White,2006,West Bengal,31,Male,Learner,8,Clear,Under Construction,Expired,1,Yes,No,Yellow,40,68,0.16,Negative,Yes,5,0,14,Overloading
Tamil Nadu,Auto Rickshaw,Grey,2004,Delhi,26,Male,Learner,4,Cloudy,Slippery,Valid,4,No,No,Green,80,119,0.44,Not Conducted,Yes,3,5,0,Over-speeding
Karnataka,Car,Yellow,2023,Punjab,44,Female,Learner,9,Cloudy,Under Construction,Valid,4,No,No,Green,30,118,0.11,Negative,No,2,2,11,Signal Jumping
Karnataka,Bike,Silver,2012,Delhi,28,Female,Two-Wheeler,3,Rainy,Dry,Expired,1,No,,Green,80,117,0.12,Positive,Yes,5,2,23,Overloading
Tamil Nadu,Car,Black,2013,West Bengal,67,Other,Two-Wheeler,5,Cloudy,Slippery,Expired,2,No,Yes,Red,30,88,0.4,Negative,No,1,3,10,Using Mobile Phone
Delhi,Car,Grey,2009,Maharashtra,25,Female,Two-Wheeler,7,Cloudy,Slippery,Valid,5,No,No,Yellow,30,20,0.1,Negative,Yes,3,3,6,Signal Jumping
West Bengal,Bus,Silver,2017,Uttar Pradesh,68,Female,Two-Wheeler,7,Dust Storm,Dry,Expired,3,Yes,No,Green,50,92,0.19,Negative,No,1,6,23,No Helmet
Maharashtra,Bus,Black,2010,Gujarat,71,Female,Commercial,10,Foggy,Potholes,Valid,3,,Yes,Green,40,20,0.48,Negative,No,1,2,23,Using Mobile Phone
Karnataka,Truck,Blue,2020,Karnataka,73,Male,Learner,7,Clear,Potholes,Suspended,2,Yes,Yes,Green,100,42,0.02,Not Conducted,No,5,2,23,Overloading
Tamil Nadu,Car,Black,1995,Uttar Pradesh,50,Other,Four-Wheeler,7,Rainy,Slippery,Expired,4,Yes,,Green,100,57,0.29,Negative,Yes,4,4,13,No Helmet
Punjab,Scooter,Yellow,2002,Uttar Pradesh,47,Other,Commercial,8,Rainy,Potholes,Valid,5,Yes,Yes,Green,50,90,0.48,Negative,Yes,5,0,12,Over-speeding
Karnataka,Scooter,White,2007,Gujarat,53,Female,Learner,8,Rainy,Wet,Suspended,2,Yes,No,Red,100,73,0.19,Positive,Yes,5,3,10,Overloading
Maharashtra,Bus,Green,1999,Tamil Nadu,55,Male,Learner,4,Rainy,Under Construction,Suspended,2,,No,Green,100,109,0.44,Not Conducted,No,0,4,17,No Seatbelt
Uttar Pradesh,Scooter,Blue,2010,Delhi,32,Male,Learner,1,Foggy,Under Construction,Suspended,5,,,Red,80,101,0.17,Not Conducted,No,2,6,22,Wrong Parking
Karnataka,Auto Rickshaw,Silver,2006,Gujarat,35,Other,Two-Wheeler,9,Cloudy,Slippery,Suspended,1,,,Green,40,57,0.04,Not Conducted,No,3,3,5,Over-speeding
Maharashtra,Auto Rickshaw,Red,2007,Uttar Pradesh,35,Other,Heavy Vehicle,2,Rainy,Potholes,Valid,1,No,Yes,Yellow,40,68,0.3,Not Conducted,Yes,5,0,15,Drunk Driving
Punjab,Bus,Red,2004,Tamil Nadu,31,Male,Heavy Vehicle,5,Dust Storm,Wet,Expired,1,,,Red,30,35,0.41,Positive,No,4,3,13,No Helmet
Delhi,Bus,White,2019,Karnataka,35,Other,Commercial,8,Dust Storm,Under Construction,Valid,4,,Yes,Green,40,30,0.4,Not Conducted,No,1,6,22,Signal Jumping
Delhi,Bike,Green,2022,Delhi,20,Male,Two-Wheeler,9,Foggy,Dry,Suspended,4,Yes,,Yellow,60,43,0.3,Positive,No,5,3,12,Wrong Parking
Punjab,Scooter,Yellow,2014,Uttar Pradesh,73,Other,Learner,8,Foggy,Under Construction,Valid,3,No,Yes,Green,50,96,0.39,Not Conducted,No,2,2,10,Driving Without License
West Bengal,Bus,Grey,2004,West Bengal,40,Male,Two-Wheeler,6,Clear,Wet,Suspended,5,No,No,Green,30,29,0.32,Positive,Yes,1,6,4,No Seatbelt
Tamil Nadu,Auto Rickshaw,Silver,2012,Maharashtra,50,Female,Two-Wheeler,1,Foggy,Slippery,Expired,5,Yes,No,Yellow,30,30,0.07,Not Conducted,Yes,4,4,18,Over-speeding
Delhi,Scooter,Blue,2014,Maharashtra,28,Other,Learner,9,Foggy,Slippery,Suspended,2,Yes,,Yellow,40,118,0.15,Negative,Yes,1,4,16,Signal Jumping
Punjab,Truck,Yellow,1996,West Bengal,35,Female,Heavy Vehicle,1,Dust Storm,Wet,Expired,5,Yes,,Green,60,71,0.08,Negative,Yes,4,2,5,Driving Without License
Punjab,Scooter,White,2020,West Bengal,66,Other,Heavy Vehicle,10,Clear,Potholes,Suspended,1,Yes,Yes,Yellow,50,82,0.35,Not Conducted,No,4,4,20,Over-speeding
West Bengal,Bike,White,2000,Delhi,55,Female,Four-Wheeler,4,Cloudy,Dry,Valid,4,No,No,Yellow,40,64,0.18,Negative,No,2,4,20,Over-speeding
West Bengal,Bike,Black,2006,Maharashtra,74,Female,Two-Wheeler,2,Dust Storm,Wet,Expired,1,,Yes,Green,60,102,0.41,Negative,No,2,4,22,Over-speeding
Gujarat,Scooter,White,2021,Punjab,48,Female,Commercial,4,Cloudy,Wet,Expired,3,No,No,Green,40,73,0.3,Negative,Yes,1,0,20,No Seatbelt
Punjab,Bus,Green,2016,Tamil Nadu,59,Male,Learner,4,Rainy,Potholes,Suspended,1,No,No,Red,30,61,0.08,Not Conducted,No,5,2,2,Driving Without License
Punjab,Auto Rickshaw,Red,2021,West Bengal,43,Female,Heavy Vehicle,5,Dust Storm,Dry,Valid,2,,No,Red,80,69,0.24,Positive,Yes,1,5,20,Using Mobile Phone
Tamil Nadu,Bus,Yellow,1996,Punjab,35,Male,Learner,2,Cloudy,Slippery,Expired,1,,Yes,Yellow,30,103,0.2,Not Conducted,No,0,6,11,Overloading
Punjab,Truck,White,2015,Karnataka,39,Other,Four-Wheeler,10,Foggy,Under Construction,Suspended,1,,No,Yellow,50,21,0.41,Not Conducted,No,1,5,5,Wrong Parking
Karnataka,Bike,White,2008,Delhi,59,Female,Learner,5,Rainy,Wet,Valid,3,No,,Green,100,55,0.3,Negative,Yes,0,6,20,Using Mobile Phone
Punjab,Auto Rickshaw,White,2020,Punjab,71,Other,Four-Wheeler,8,Dust Storm,Under Construction,Expired,4,Yes,No,Green,100,108,0.14,Not Conducted,No,4,3,19,Wrong Parking
Maharashtra,Car,Silver,2007,Maharashtra,43,Other,Two-Wheeler,1,Foggy,Potholes,Valid,1,,No,Yellow,30,32,0.03,Negative,Yes,5,1,2,No Helmet
Gujarat,Auto Rickshaw,Red,2013,Maharashtra,35,Female,Learner,9,Foggy,Slippery,Expired,1,Yes,No,Yellow,50,27,0.26,Not Conducted,No,1,2,4,Overloading
Uttar Pradesh,Bus,Black,2000,Karnataka,39,Male,Learner,9,Clear,Potholes,Valid,2,Yes,No,Yellow,30,99,0.14,Positive,No,3,0,6,Signal Jumping
Gujarat,Bike,Blue,2020,Delhi,69,Female,Heavy Vehicle,4,Rainy,Under Construction,Valid,4,Yes,No,Green,50,37,0.48,Negative,No,1,2,9,Using Mobile Phone
Gujarat,Truck,White,2004,West Bengal,70,Other,Four-Wheeler,4,Foggy,Wet,Suspended,5,No,,Yellow,80,112,0.22,Negative,Yes,3,0,5,Wrong Parking
Punjab,Bus,White,2000,Tamil Nadu,51,Female,Heavy Vehicle,8,Dust Storm,Under Construction,Expired,4,No,Yes,Green,100,107,0.06,Negative,Yes,2,5,5,No Helmet
Tamil Nadu,Truck,Grey,2007,West Bengal,56,Female,Commercial,0,Clear,Dry,Expired,1,Yes,No,Yellow,30,39,0.25,Negative,Yes,0,6,13,Signal Jumping
Delhi,Scooter,Blue,2002,Delhi,64,Male,Four-Wheeler,6,Rainy,Under Construction,Suspended,2,No,Yes,Red,60,54,0.04,Positive,Yes,1,3,18,Using Mobile Phone
Tamil Nadu,Bus,White,2005,Uttar Pradesh,26,Other,Four-Wheeler,1,Cloudy,Dry,Suspended,1,,,Green,40,33,0.5,Negative,No,5,4,5,Signal Jumping
Tamil Nadu,Car,Blue,1995,Tamil Nadu,24,Female,Heavy Vehicle,1,Rainy,Dry,Expired,3,No,Yes,Green,100,113,0.22,Negative,No,4,5,12,Overloading
Karnataka,Truck,Silver,2006,West Bengal,60,Male,Learner,2,Clear,Under Construction,Expired,1,Yes,Yes,Red,80,41,0.26,Not Conducted,Yes,0,1,4,Driving Without License
Punjab,Bike,Yellow,2017,Maharashtra,58,Female,Two-Wheeler,9,Dust Storm,Slippery,Expired,2,No,Yes,Green,50,100,0.48,Positive,No,3,1,8,Driving Without License
Punjab,Scooter,Black,2022,West Bengal,66,Male,Four-Wheeler,0,Cloudy,Wet,Suspended,3,No,No,Green,40,96,0.42,Positive,Yes,3,5,5,No Seatbelt
Delhi,Car,Silver,1996,West Bengal,59,Other,Four-Wheeler,0,Cloudy,Potholes,Valid,2,Yes,No,Green,50,66,0.35,Negative,No,5,5,17,Drunk Driving
Punjab,Bike,White,2017,Karnataka,36,Male,Heavy Vehicle,1,Foggy,Wet,Expired,4,Yes,No,Red,80,38,0.22,Positive,Yes,5,1,13,Wrong Parking
Delhi,Truck,Silver,2023,Uttar Pradesh,55,Female,Heavy Vehicle,2,Cloudy,Potholes,Expired,2,Yes,Yes,Yellow,30,67,0.15,Not Conducted,Yes,0,2,13,Wrong Parking
Uttar Pradesh,Auto Rickshaw,Green,2012,Gujarat,32,Other,Heavy Vehicle,5,Dust Storm,Potholes,Valid,5,Yes,Yes,Yellow,50,114,0.41,Negative,No,2,2,10,Driving Without License
Punjab,Scooter,Black,2010,Karnataka,50,Female,Four-Wheeler,6,Cloudy,Potholes,Suspended,2,,Yes,Red,30,61,0.26,Negative,No,1,6,19,No Seatbelt
Delhi,Auto Rickshaw,Green,2017,Tamil Nadu,50,Female,Four-Wheeler,1,Rainy,Slippery,Expired,3,No,Yes,Green,80,95,0.47,Not Conducted,No,1,2,6,No Seatbelt
Karnataka,Truck,Black,2012,Uttar Pradesh,60,Other,Commercial,6,Dust Storm,Potholes,Valid,4,No,Yes,Green,30,87,0.35,Negative,No,5,2,6,Signal Jumping
Tamil Nadu,Scooter,Grey,2002,Punjab,28,Other,Two-Wheeler,10,Clear,Under Construction,Expired,2,No,Yes,Green,60,110,0.2,Negative,No,4,1,13,Signal Jumping
Tamil Nadu,Auto Rickshaw,Yellow,2010,West Bengal,53,Male,Two-Wheeler,3,Foggy,Potholes,Suspended,1,,,Yellow,80,31,0.32,Positive,No,5,2,23,Wrong Parking
Maharashtra,Truck,Red,2002,Delhi,29,Other,Learner,0,Foggy,Potholes,Valid,5,Yes,No,Red,60,74,0.32,Positive,Yes,1,4,12,Over-speeding
Punjab,Scooter,Red,2019,Punjab,39,Male,Heavy Vehicle,2,Rainy,Under Construction,Valid,1,,,Yellow,100,56,0.02,Not Conducted,No,5,1,6,Driving Without License
Delhi,Bus,Green,1996,Punjab,63,Female,Four-Wheeler,7,Cloudy,Slippery,Valid,5,,,Green,80,51,0.12,Not Conducted,No,5,3,14,Signal Jumping
Uttar Pradesh,Car,Green,1996,Uttar Pradesh,46,Male,Learner,3,Rainy,Wet,Valid,2,No,No,Green,100,115,0.09,Not Conducted,No,5,2,15,No Seatbelt
Karnataka,Bike,Silver,2008,Gujarat,50,Male,Four-Wheeler,4,Foggy,Dry,Suspended,4,,No,Yellow,100,49,0.07,Not Conducted,No,2,5,6,Signal Jumping
Gujarat,Truck,Green,1996,Delhi,66,Male,Commercial,2,Dust Storm,Potholes,Valid,3,Yes,Yes,Green,40,47,0.34,Positive,No,2,2,18,Drunk Driving
Maharashtra,Bus,Silver,2020,Delhi,58,Female,Commercial,7,Dust Storm,Wet,Suspended,4,No,Yes,Red,40,47,0.13,Not Conducted,Yes,4,4,5,Over-speeding
Uttar Pradesh,Car,Red,1999,Maharashtra,70,Female,Two-Wheeler,0,Dust Storm,Under Construction,Suspended,2,No,,Green,60,115,0.23,Negative,No,2,6,21,Signal Jumping
Delhi,Scooter,White,2011,Tamil Nadu,27,Other,Commercial,6,Cloudy,Dry,Expired,5,Yes,Yes,Yellow,50,55,0.34,Positive,No,5,2,3,Over-speeding
Gujarat,Auto Rickshaw,Grey,2023,Delhi,71,Male,Heavy Vehicle,8,Dust Storm,Dry,Expired,1,Yes,No,Red,80,68,0.48,Negative,Yes,4,2,3,Driving Without License
Maharashtra,Bus,Black,2022,Uttar Pradesh,32,Other,Four-Wheeler,6,Cloudy,Slippery,Valid,2,No,No,Green,40,79,0.11,Negative,No,2,5,11,No Helmet
Tamil Nadu,Truck,Red,1997,Uttar Pradesh,42,Male,Heavy Vehicle,6,Dust Storm,Wet,Suspended,4,No,,Green,80,63,0.08,Positive,No,5,4,22,Driving Without License
Maharashtra,Truck,Green,2012,Karnataka,26,Male,Four-Wheeler,1,Cloudy,Slippery,Suspended,1,No,,Green,30,78,0.31,Not Conducted,Yes,2,4,12,No Seatbelt
Uttar Pradesh,Car,Silver,1998,Tamil Nadu,24,Other,Learner,7,Cloudy,Potholes,Suspended,5,Yes,No,Green,100,106,0.14,Negative,No,2,0,8,Drunk Driving
Tamil Nadu,Truck,Grey,2011,Gujarat,18,Female,Heavy Vehicle,7,Dust Storm,Dry,Suspended,5,Yes,,Green,60,24,0.38,Positive,No,4,4,11,Signal Jumping
Punjab,Auto Rickshaw,Green,2015,Punjab,55,Male,Heavy Vehicle,6,Cloudy,Potholes,Suspended,5,Yes,No,Green,30,105,0.16,Not Conducted,Yes,5,5,10,No Seatbelt
Tamil Nadu,Bike,Blue,2022,Delhi,41,Other,Two-Wheeler,3,Dust Storm,Wet,Suspended,4,,Yes,Yellow,40,70,0.43,Negative,Yes,0,5,1,Wrong Parking
Maharashtra,Bus,Red,2014,Karnataka,42,Male,Four-Wheeler,3,Cloudy,Potholes,Expired,3,No,,Yellow,50,64,0.45,Negative,Yes,0,1,7,Over-speeding
West Bengal,Car,White,1995,Gujarat,22,Female,Heavy Vehicle,9,Rainy,Wet,Valid,2,Yes,Yes,Yellow,40,28,0.05,Negative,No,0,4,12,Signal Jumping
Delhi,Truck,Blue,1999,Punjab,57,Male,Heavy Vehicle,8,Clear,Dry,Valid,3,Yes,Yes,Green,50,74,0.1,Negative,Yes,3,4,13,No Seatbelt
Karnataka,Truck,White,2007,West Bengal,35,Male,Heavy Vehicle,8,Cloudy,Potholes,Suspended,3,No,No,Green,100,46,0.27,Negative,No,4,2,6,Over-speeding
Tamil Nadu,Bus,Blue,2017,Delhi,37,Other,Two-Wheeler,7,Rainy,Slippery,Expired,5,,No,Green,60,94,0.15,Positive,Yes,5,5,10,Over-speeding
Tamil Nadu,Truck,Silver,2018,West Bengal,69,Female,Four-Wheeler,6,Foggy,Potholes,Expired,3,No,Yes,Green,80,26,0.18,Negative,No,2,6,17,No Helmet
Maharashtra,Scooter,Blue,2017,Delhi,36,Male,Heavy Vehicle,9,Cloudy,Wet,Expired,1,,No,Yellow,60,112,0.13,Negative,Yes,5,0,12,Overloading
Karnataka,Auto Rickshaw,Yellow,2008,Karnataka,34,Female,Four-Wheeler,0,Clear,Wet,Suspended,1,Yes,,Green,40,52,0.31,Not Conducted,Yes,3,1,11,Wrong Parking
West Bengal,Bus,Grey,1996,Maharashtra,66,Male,Learner,2,Cloudy,Dry,Suspended,5,Yes,No,Yellow,80,112,0.25,Negative,No,5,4,1,Drunk Driving
Maharashtra,Bus,Grey,2000,Punjab,59,Female,Learner,1,Rainy,Wet,Suspended,4,No,No,Yellow,30,25,0.02,Not Conducted,No,4,0,11,Overloading
Maharashtra,Bus,Red,2012,Uttar Pradesh,33,Female,Commercial,6,Clear,Slippery,Suspended,3,Yes,Yes,Red,50,44,0.47,Negative,No,1,6,15,Using Mobile Phone
Delhi,Auto Rickshaw,Black,2009,Maharashtra,42,Other,Heavy Vehicle,0,Clear,Potholes,Expired,3,,Yes,Red,50,94,0.39,Positive,No,5,6,14,No Helmet
Tamil Nadu,Car,Black,2012,Punjab,58,Female,Heavy Vehicle,5,Foggy,Wet,Expired,4,No,Yes,Yellow,100,89,0.02,Negative,Yes,0,6,16,Over-speeding
West Bengal,Truck,Red,2020,Gujarat,38,Male,Four-Wheeler,10,Rainy,Under Construction,Valid,4,Yes,No,Yellow,100,114,0.44,Negative,No,2,5,6,Driving Without License
Karnataka,Bike,Green,2007,Tamil Nadu,64,Male,Commercial,4,Dust Storm,Under Construction,Expired,5,,No,Red,50,116,0.24,Not Conducted,Yes,0,2,17,Over-speeding
Maharashtra,Bike,Yellow,2005,Delhi,58,Female,Commercial,10,Foggy,Slippery,Valid,3,No,,Red,60,47,0.15,Not Conducted,No,5,1,15,Driving Without License
Tamil Nadu,Bike,Grey,2016,Uttar Pradesh,55,Male,Four-Wheeler,10,Cloudy,Wet,Valid,2,,No,Green,40,39,0.36,Negative,No,1,3,7,Drunk Driving
Delhi,Auto Rickshaw,Red,2003,Maharashtra,28,Female,Commercial,10,Clear,Under Construction,Expired,2,Yes,,Yellow,50,87,0.45,Not Conducted,Yes,1,3,9,Using Mobile Phone
Gujarat,Bike,Blue,2003,West Bengal,33,Other,Learner,8,Rainy,Dry,Expired,4,Yes,,Green,100,117,0.05,Not Conducted,No,0,3,1,Drunk Driving
West Bengal,Car,White,2020,Delhi,56,Male,Commercial,3,Dust Storm,Dry,Valid,3,No,Yes,Yellow,40,117,0.25,Negative,Yes,5,1,7,Driving Without License
Punjab,Scooter,White,2014,Maharashtra,24,Male,Commercial,10,Dust Storm,Under Construction,Expired,2,,No,Yellow,80,69,0.42,Negative,No,2,4,8,Drunk Driving
Maharashtra,Auto Rickshaw,White,2015,Maharashtra,24,Female,Heavy Vehicle,6,Dust Storm,Wet,Valid,5,Yes,,Red,40,44,0.21,Not Conducted,Yes,1,4,4,Driving Without License
Karnataka,Auto Rickshaw,Blue,2016,Tamil Nadu,34,Female,Heavy Vehicle,2,Clear,Dry,Suspended,2,,,Yellow,60,98,0.16,Negative,Yes,1,5,10,Wrong Parking
Punjab,Truck,White,2014,West Bengal,69,Male,Commercial,1,Clear,Under Construction,Suspended,1,,Yes,Yellow,60,97,0.3,Not Conducted,Yes,2,0,21,Using Mobile Phone
Uttar Pradesh,Bike,Grey,2005,West Bengal,31,Female,Commercial,9,Rainy,Slippery,Valid,2,Yes,No,Yellow,60,38,0.1,Not Conducted,Yes,2,1,9,Over-speeding
Maharashtra,Truck,Black,1997,Uttar Pradesh,40,Male,Heavy Vehicle,2,Cloudy,Wet,Suspended,2,No,Yes,Green,60,25,0.47,Not Conducted,No,3,1,13,Using Mobile Phone
Tamil Nadu,Truck,Black,2010,West Bengal,44,Other,Two-Wheeler,10,Rainy,Slippery,Valid,2,,,Red,60,118,0.46,Negative,Yes,2,3,4,Drunk Driving
Uttar Pradesh,Bike,White,2003,Uttar Pradesh,61,Male,Four-Wheeler,7,Foggy,Dry,Expired,1,,No,Red,100,116,0.21,Negative,Yes,1,5,1,Driving Without License
Maharashtra,Truck,Blue,2019,Delhi,23,Other,Heavy Vehicle,0,Rainy,Wet,Suspended,5,No,No,Yellow,100,37,0.01,Not Conducted,Yes,4,0,21,Wrong Parking
Maharashtra,Truck,Blue,2018,Punjab,23,Male,Four-Wheeler,0,Foggy,Dry,Valid,1,,Yes,Red,100,91,0.2,Not Conducted,Yes,4,4,17,Using Mobile Phone
Uttar Pradesh,Truck,Silver,1996,Delhi,57,Female,Heavy Vehicle,2,Clear,Under Construction,Valid,4,No,Yes,Green,100,118,0.16,Positive,Yes,1,2,14,Using Mobile Phone
Punjab,Bus,Green,2011,Maharashtra,20,Male,Four-Wheeler,8,Foggy,Potholes,Suspended,1,Yes,No,Green,100,28,0.21,Negative,No,4,1,8,Driving Without License
West Bengal,Truck,Black,2004,Delhi,63,Male,Commercial,4,Cloudy,Dry,Expired,1,Yes,Yes,Green,30,85,0.45,Negative,No,3,6,9,Wrong Parking
Tamil Nadu,Scooter,Black,2019,Uttar Pradesh,32,Male,Four-Wheeler,2,Foggy,Potholes,Expired,1,No,,Red,60,49,0.13,Negative,No,3,4,17,Signal Jumping
Karnataka,Truck,Yellow,2012,Delhi,67,Female,Learner,8,Dust Storm,Potholes,Suspended,4,No,Yes,Red,50,57,0.23,Positive,Yes,2,2,20,Signal Jumping
Maharashtra,Bike,Black,2001,Punjab,23,Other,Four-Wheeler,8,Clear,Dry,Suspended,2,No,No,Yellow,40,75,0.28,Negative,Yes,5,6,8,Signal Jumping
Delhi,Bike,White,2001,Uttar Pradesh,44,Female,Commercial,7,Rainy,Potholes,Valid,3,Yes,,Green,30,95,0.2,Positive,No,4,0,14,Over-speeding
West Bengal,Bike,Black,1996,Maharashtra,38,Male,Learner,5,Clear,Under Construction,Suspended,1,,,Red,40,97,0.46,Negative,No,5,6,23,Driving Without License
West Bengal,Scooter,White,2019,Punjab,29,Other,Commercial,8,Rainy,Potholes,Expired,1,,Yes,Yellow,100,105,0.1,Positive,No,5,6,21,Signal Jumping
West Bengal,Auto Rickshaw,Grey,2001,Tamil Nadu,43,Male,Four-Wheeler,9,Cloudy,Wet,Expired,2,,Yes,Red,30,65,0.49,Positive,Yes,1,4,8,Overloading
Gujarat,Car,Red,2005,Punjab,69,Other,Commercial,3,Clear,Dry,Expired,4,No,,Yellow,30,73,0.41,Not Conducted,Yes,2,3,17,Using Mobile Phone
West Bengal,Bus,Yellow,2009,Tamil Nadu,44,Other,Learner,1,Cloudy,Wet,Expired,2,,,Yellow,80,115,0.47,Negative,No,1,0,7,No Helmet
Tamil Nadu,Bike,Blue,2014,West Bengal,59,Male,Two-Wheeler,0,Clear,Wet,Expired,5,,No,Red,50,23,0.47,Positive,Yes,3,0,6,Driving Without License
Delhi,Scooter,Green,2021,Tamil Nadu,45,Female,Heavy Vehicle,4,Foggy,Wet,Valid,1,Yes,Yes,Red,50,82,0.04,Positive,Yes,3,1,9,Signal Jumping
Gujarat,Bike,Black,2012,Gujarat,33,Female,Commercial,10,Cloudy,Under Construction,Suspended,5,,No,Green,50,120,0.1,Not Conducted,No,4,6,0,Overloading
Uttar Pradesh,Truck,Green,1999,West Bengal,31,Male,Learner,8,Clear,Slippery,Suspended,5,Yes,Yes,Yellow,100,20,0.27,Not Conducted,No,3,5,14,Over-speeding
Tamil Nadu,Auto Rickshaw,Blue,2019,Tamil Nadu,32,Male,Learner,9,Cloudy,Wet,Valid,2,Yes,Yes,Green,30,63,0.09,Negative,No,3,2,5,Overloading
Karnataka,Bike,Silver,2005,West Bengal,68,Other,Learner,9,Rainy,Wet,Valid,1,,Yes,Green,60,46,0.26,Not Conducted,Yes,3,2,13,Drunk Driving
Uttar Pradesh,Truck,Silver,2020,Punjab,51,Female,Heavy Vehicle,2,Foggy,Slippery,Suspended,5,No,,Red,50,99,0.1,Negative,No,1,6,3,Drunk Driving
West Bengal,Bus,Black,2008,West Bengal,31,Male,Learner,1,Cloudy,Potholes,Suspended,1,Yes,No,Yellow,30,97,0.3,Positive,Yes,5,5,6,Overloading
Punjab,Scooter,Blue,2011,Maharashtra,54,Male,Commercial,2,Foggy,Under Construction,Expired,4,,No,Red,40,83,0.09,Positive,No,2,5,19,Using Mobile Phone
Delhi,Car,Green,2014,Punjab,49,Female,Two-Wheeler,5,Foggy,Under Construction,Suspended,4,,Yes,Yellow,100,42,0.02,Positive,No,5,4,9,No Helmet
Tamil Nadu,Car,Black,2005,Uttar Pradesh,69,Female,Commercial,9,Foggy,Slippery,Valid,4,Yes,Yes,Red,100,96,0.02,Positive,Yes,0,1,19,Overloading
Karnataka,Bike,Blue,2009,Gujarat,45,Female,Commercial,5,Dust Storm,Under Construction,Valid,3,Yes,,Yellow,30,55,0.13,Negative,Yes,3,1,1,Wrong Parking
West Bengal,Scooter,Silver,2007,Tamil Nadu,58,Female,Heavy Vehicle,9,Rainy,Under Construction,Expired,1,No,,Green,40,54,0.32,Negative,Yes,1,2,13,Driving Without License
Gujarat,Scooter,Green,2007,Uttar Pradesh,25,Female,Four-Wheeler,5,Foggy,Under Construction,Suspended,1,No,No,Green,40,57,0.32,Negative,Yes,2,2,19,Signal Jumping
Maharashtra,Car,Yellow,2003,Uttar Pradesh,34,Male,Two-Wheeler,5,Rainy,Slippery,Valid,5,,,Yellow,50,114,0.02,Positive,No,1,2,8,No Seatbelt
Delhi,Scooter,Blue,2000,Uttar Pradesh,42,Male,Learner,5,Dust Storm,Under Construction,Valid,1,No,No,Green,30,58,0.08,Not Conducted,No,0,4,20,Using Mobile Phone
Gujarat,Auto Rickshaw,Green,2008,Karnataka,75,Male,Heavy Vehicle,3,Rainy,Dry,Suspended,5,Yes,No,Green,50,116,0.47,Not Conducted,Yes,3,0,1,Wrong Parking
Gujarat,Auto Rickshaw,Blue,2018,Punjab,37,Female,Commercial,3,Clear,Potholes,Expired,4,No,No,Green,30,118,0.33,Negative,No,3,4,7,Using Mobile Phone
Maharashtra,Bike,White,2009,Gujarat,25,Male,Heavy Vehicle,4,Dust Storm,Under Construction,Expired,2,No,Yes,Red,80,46,0.13,Positive,Yes,5,4,23,Over-speeding
Maharashtra,Car,Silver,2007,Gujarat,73,Male,Four-Wheeler,9,Foggy,Under Construction,Valid,1,,Yes,Red,40,49,0.39,Positive,No,2,1,10,Over-speeding
Delhi,Bike,Red,2018,Tamil Nadu,57,Other,Two-Wheeler,10,Clear,Slippery,Suspended,1,,No,Red,30,83,0.43,Negative,No,3,5,13,Signal Jumping
Uttar Pradesh,Truck,Green,2000,West Bengal,64,Other,Commercial,5,Rainy,Wet,Expired,1,Yes,No,Yellow,60,34,0.27,Negative,No,4,0,8,Signal Jumping
West Bengal,Auto Rickshaw,Blue,2004,Maharashtra,37,Female,Commercial,3,Cloudy,Potholes,Suspended,3,Yes,Yes,Yellow,60,73,0.43,Positive,No,4,2,22,Wrong Parking
Uttar Pradesh,Bike,Green,2009,Punjab,28,Male,Commercial,1,Rainy,Potholes,Suspended,2,,,Yellow,40,97,0.2,Positive,Yes,0,6,11,Wrong Parking
Punjab,Truck,Red,2022,Gujarat,66,Other,Four-Wheeler,5,Rainy,Under Construction,Valid,4,No,,Yellow,100,20,0.34,Positive,No,3,6,5,Signal Jumping
Uttar Pradesh,Auto Rickshaw,Yellow,2016,Punjab,55,Other,Two-Wheeler,0,Foggy,Potholes,Expired,1,No,No,Green,40,66,0.12,Not Conducted,Yes,3,2,9,Using Mobile Phone
Gujarat,Bike,Green,2003,West Bengal,54,Male,Learner,3,Cloudy,Slippery,Suspended,2,Yes,No,Red,40,45,0.06,Not Conducted,Yes,1,5,11,Drunk Driving
Punjab,Scooter,Yellow,2009,Karnataka,25,Female,Four-Wheeler,10,Cloudy,Under Construction,Suspended,1,Yes,No,Green,100,74,0.47,Negative,Yes,0,0,2,Over-speeding
Delhi,Auto Rickshaw,Silver,2022,Gujarat,74,Other,Learner,1,Dust Storm,Slippery,Expired,2,Yes,No,Yellow,40,65,0.36,Not Conducted,Yes,0,6,13,Driving Without License
Uttar Pradesh,Scooter,Yellow,2011,Uttar Pradesh,29,Other,Commercial,1,Rainy,Dry,Valid,3,,No,Green,40,110,0.46,Negative,Yes,3,6,19,No Seatbelt
Karnataka,Bike,Black,1997,Karnataka,60,Male,Heavy Vehicle,9,Rainy,Under Construction,Suspended,4,Yes,Yes,Yellow,60,103,0.43,Negative,No,4,4,2,No Helmet
